"Address","Indexability","Indexability Status","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks"
"https://www.brainstorminc.com/blog/what-is-customer-education","Indexable","","0","","18","5","0","2.160","116","77","0","34","30","0"
"https://www.brainstorminc.com/blog/what-does-a-successful-simulated-phishing-training-program-look-like","Indexable","","0","","11","9","0","3.900","101","76","0","11","8","0"
"https://www.brainstorminc.com/blog/what-do-gardening-and-software-training-have-in-common","Indexable","","0","","2","1","0","0.430","98","73","0","11","8","0"
"https://www.brainstorminc.com/blog/what-is-change-management","Indexable","","0","","8","7","0","3.030","99","74","0","14","11","0"
"https://www.brainstorminc.com/blog/view-four-apps-at-once-with-windows-10","Indexable","","0","","3","2","0","0.870","101","76","0","13","10","0"
"https://www.brainstorminc.com/blog/webex-backgrounds","Indexable","","0","","3","2","0","0.870","103","78","0","10","7","0"
"https://www.brainstorminc.com/blog/top-customer-lms","Indexable","","0","","5","3","0","1.300","101","75","0","11","8","0"
"https://www.brainstorminc.com/blog/virtual-communication-which-tool-when","Indexable","","0","","7","6","0","2.600","100","75","0","12","8","0"
"https://www.brainstorminc.com/blog/using-polls-in-microsoft-yammer","Indexable","","0","","3","2","0","0.870","102","76","0","14","10","0"
"https://www.brainstorminc.com/blog/using-google-workspace-to-turn-classrooms-paperless","Indexable","","0","","3","2","0","0.870","100","75","0","11","8","0"
"https://www.brainstorminc.com/blog/top-3-it-challenges","Indexable","","0","","6","3","0","1.300","106","79","0","16","11","0"
"https://www.brainstorminc.com/blog/use-power-automate-increase-efficiency-part-3","Indexable","","0","","5","3","0","1.300","101","75","0","12","9","0"
"https://www.brainstorminc.com/blog/this-new-recession-is-a-school-bully-heres-how-to-beat-it","Indexable","","0","","4","3","0","1.300","98","73","0","15","12","0"
"https://www.brainstorminc.com/blog/tips-from-a-trainer-how-the-pros-view-microsoft-365-training","Indexable","","0","","4","3","0","1.300","98","73","0","20","16","0"
"https://www.brainstorminc.com/blog/the-neuroscience-behind-learning","Indexable","","0","","4","3","0","1.300","103","77","0","11","8","0"
"https://www.brainstorminc.com/blog/the-impact-of-technology","Indexable","","0","","7","6","0","2.600","99","74","0","14","11","0"
"https://www.brainstorminc.com/blog/the-boom-campaign-a-princess-finds-her-fairy-godmother","Indexable","","0","","3","2","0","0.870","99","73","0","10","7","0"
"https://www.brainstorminc.com/blog/the-7-deadly-sins-of-software-pilots","Indexable","","0","","4","3","0","1.300","99","74","0","10","7","0"
"https://www.brainstorminc.com/blog/technology-partner-of-year","Indexable","","0","","3","2","0","0.870","99","74","0","11","8","0"
"https://www.brainstorminc.com/blog/the-boom-campaign","Indexable","","0","","4","2","0","0.870","97","72","0","10","7","0"
"https://www.brainstorminc.com/blog/the-ai-confidence-crisis","Indexable","","0","","4","3","0","1.300","106","76","0","14","10","0"
"https://www.brainstorminc.com/blog/the-a-to-z-of-security-awareness","Indexable","","0","","10","9","0","3.900","105","77","0","16","13","0"
"https://www.brainstorminc.com/blog/tech-tools-new-hires-love","Indexable","","0","","4","3","0","1.300","102","73","0","10","7","0"
"https://www.brainstorminc.com/blog/tech-tools-for-a-new-role","Indexable","","0","","7","5","0","2.160","101","75","0","10","7","0"
"https://www.brainstorminc.com/blog/tech-tools-people-managers-love","Indexable","","0","","6","4","0","1.730","100","73","0","11","8","0"
"https://www.brainstorminc.com/blog/teams-webinar-how-tos","Indexable","","0","","4","3","0","1.300","104","78","0","11","8","0"
"https://www.brainstorminc.com/blog/take-a-drink-if-end-user-management-edition","Indexable","","0","","4","3","0","1.300","104","78","0","17","14","0"
"https://www.brainstorminc.com/blog/smartsheet-integrations-with-microsoft-365","Indexable","","0","","6","5","0","2.160","102","77","0","10","7","0"
"https://www.brainstorminc.com/blog/slack-reminders","Indexable","","0","","4","3","0","1.300","102","77","0","10","7","0"
"https://www.brainstorminc.com/blog/software-costs-2-truths-and-a-lie","Indexable","","0","","3","2","0","0.870","104","77","0","13","9","0"
"https://www.brainstorminc.com/blog/smartsheet-project-management-for-beginners","Indexable","","0","","4","3","0","1.300","100","74","0","13","10","0"
"https://www.brainstorminc.com/blog/security-awareness-training-the-6-habits-of-cyber-safe-users","Indexable","","0","","8","7","0","3.030","103","76","0","11","8","0"
"https://www.brainstorminc.com/blog/seven-microsoft-teams-adoption-tips","Indexable","","0","","5","4","0","1.730","109","81","0","13","10","0"
"https://www.brainstorminc.com/blog/security-awareness-and-phishing-simulation-the-one-two-punch-to-build-secure-users","Indexable","","0","","7","6","0","2.600","98","72","0","33","23","0"
"https://www.brainstorminc.com/blog/silicon-slopes-partners-with-brainstorm-inc-to-launch-silicon-slopes-serves-initiative","Indexable","","0","","5","4","0","1.730","98","73","0","22","18","0"
"https://www.brainstorminc.com/blog/slack-connect-external-meetings","Indexable","","0","","5","4","0","1.730","99","74","0","13","10","0"
"https://www.brainstorminc.com/blog/should-i-use-microsoft-power-bi-or-excel","Indexable","","0","","5","3","0","1.300","102","76","0","10","7","0"
"https://www.brainstorminc.com/blog/scorm-limitations-hurting-your-customer-training-strategy","Indexable","","0","","3","2","0","0.870","103","74","0","12","9","0"
"https://www.brainstorminc.com/blog/saasclientinterview","Indexable","","0","","3","2","0","0.870","99","74","0","11","8","0"
"https://www.brainstorminc.com/blog/secrets-out-3-ways-to-make-them-use-your-software","Indexable","","0","","9","7","0","3.030","99","74","0","12","9","0"
"https://www.brainstorminc.com/blog/saas-therapy-with-maranda-dziekonski","Indexable","","0","","2","1","0","0.430","99","74","0","14","11","0"
"https://www.brainstorminc.com/blog/saas-metrics-redefined-the-compelling-case-for-looking-beyond-monthly-active-usage-mau","Indexable","","0","","4","3","0","1.300","100","75","0","10","7","0"
"https://www.brainstorminc.com/blog/remote-work-strategies","Indexable","","0","","7","5","0","2.160","101","74","0","11","8","0"
"https://www.brainstorminc.com/blog/rapid-customer-onboarding-in-b2b-saas-drive-value-in-20-days","Indexable","","0","","14","4","0","1.730","120","75","0","10","7","0"
"https://www.brainstorminc.com/blog/saas-therapy-named-7-on-the-top-50-customer-success-podcasts-of-2025","Indexable","","0","","4","3","0","1.300","99","73","0","13","10","0"
"https://www.brainstorminc.com/blog/remote-security-awareness-training","Indexable","","0","","4","3","0","1.300","102","77","0","18","15","0"
"https://www.brainstorminc.com/blog/putting-an-end-to-calendar-tag","Indexable","","0","","3","2","0","0.870","99","74","0","10","7","0"
"https://www.brainstorminc.com/blog/phishing-awareness-training-tips","Indexable","","0","","5","4","0","1.730","107","80","0","13","10","0"
"https://www.brainstorminc.com/blog/phishing-test-how-tos-for-small-businesses","Indexable","","0","","4","3","0","1.300","107","79","0","14","11","0"
"https://www.brainstorminc.com/blog/promevo-partners-with-brainstorm","Indexable","","0","","4","3","0","1.300","98","72","0","13","10","0"
"https://www.brainstorminc.com/blog/phishing-awareness-training-prevent-risk","Indexable","","0","","7","6","0","2.600","99","73","0","13","10","0"
"https://www.brainstorminc.com/blog/overcoming-low-retention-rates-in-saas-0-0","Indexable","","0","","5","4","0","1.730","101","75","0","22","12","0"
"https://www.brainstorminc.com/blog/overcoming-low-retention-rates-in-saas","Indexable","","0","","3","2","0","0.870","106","81","0","10","7","0"
"https://www.brainstorminc.com/blog/outside-magazine-names-brainstorm-a-2018-best-place-to-work","Indexable","","0","","6","5","0","2.160","97","72","0","19","16","0"
"https://www.brainstorminc.com/blog/overall-saas-award-winner-hr","Indexable","","0","","3","2","0","0.870","100","75","0","10","7","0"
"https://www.brainstorminc.com/blog/our-commitment-to-listening-learning-and-taking-action","Indexable","","0","","2","1","0","0.430","98","73","0","14","11","0"
"https://www.brainstorminc.com/blog/outlook-vs.-gmail-whats-better-for-my-organization","Indexable","","0","","4","3","0","1.300","102","76","0","10","7","0"
"https://www.brainstorminc.com/blog/online-learning-solutions-with-quickhelp","Indexable","","0","","6","5","0","2.160","101","76","0","15","12","0"
"https://www.brainstorminc.com/blog/only-8-percent-of-saas-companies-will-stay-alive-heres-why","Indexable","","0","","6","5","0","2.160","97","72","0","15","12","0"
"https://www.brainstorminc.com/blog/one-million-meals-2025","Indexable","","0","","6","5","0","2.160","97","72","0","17","13","0"
"https://www.brainstorminc.com/blog/new-brainstorm-executive-hires","Indexable","","0","","3","2","0","0.870","98","73","0","10","7","0"
"https://www.brainstorminc.com/blog/onedrive-files-to-microsoft-powerbi","Indexable","","0","","6","4","0","1.730","104","75","0","12","9","0"
"https://www.brainstorminc.com/blog/office-365-training-and-roi","Indexable","","0","","5","4","0","1.730","102","76","0","13","10","0"
"https://www.brainstorminc.com/blog/multi-factor-authentication-up-your-security-game","Indexable","","0","","2","1","0","0.430","98","73","0","20","17","0"
"https://www.brainstorminc.com/blog/millennials-the-great-resignation-and-employee-experience","Indexable","","0","","4","3","0","1.300","98","72","0","15","12","0"
"https://www.brainstorminc.com/blog/minimize-distractions-microsoft-teams-adoption","Indexable","","0","","6","5","0","2.160","101","76","0","12","9","0"
"https://www.brainstorminc.com/blog/microsoft-teams-training-tips","Indexable","","0","","4","3","0","1.300","102","76","0","11","8","0"
"https://www.brainstorminc.com/blog/microsoft-teams-vs.-slack-which-is-the-better-collaboration-tool","Indexable","","0","","5","4","0","1.730","101","76","0","11","8","0"
"https://www.brainstorminc.com/blog/microsoft-teams-memes","Indexable","","0","","7","6","0","2.600","100","75","0","11","8","0"
"https://www.brainstorminc.com/blog/microsoft-teams-live-event-training-a-producers-checklist","Indexable","","0","","5","4","0","1.730","102","77","0","11","8","0"
"https://www.brainstorminc.com/blog/microsoft-teams-live-events-a-how-to-guide","Indexable","","0","","5","3","0","1.300","102","76","0","10","7","0"
"https://www.brainstorminc.com/blog/microsoft-teams-essential-habits-for-getting-back-to-the-office","Indexable","","0","","5","4","0","1.730","100","75","0","10","7","0"
"https://www.brainstorminc.com/blog/microsoft-teams-how-secure-is-it-really-a-rundown","Indexable","","0","","7","6","0","2.600","102","76","0","14","10","0"
"https://www.brainstorminc.com/blog/microsoft-teams-best-practices-meetings","Indexable","","0","","7","6","0","2.600","99","74","0","16","13","0"
"https://www.brainstorminc.com/blog/microsoft-teams-apps-5-workplace-solutions-for-the-win","Indexable","","0","","3","2","0","0.870","101","76","0","10","7","0"
"https://www.brainstorminc.com/blog/microsoft-teams-best-practices","Indexable","","0","","4","3","0","1.300","99","74","0","10","7","0"
"https://www.brainstorminc.com/blog/microsoft-outlook-training-out-of-office-tips","Indexable","","0","","8","7","0","3.030","100","75","0","10","7","0"
"https://www.brainstorminc.com/blog/microsoft-teams-adoption-5-myths-debunked","Indexable","","0","","7","6","0","2.600","109","83","0","10","7","0"
"https://www.brainstorminc.com/blog/microsoft-partner-of-the-year-2022","Indexable","","0","","5","4","0","1.730","101","75","0","12","9","0"
"https://www.brainstorminc.com/blog/microsoft-teams-adoption-better-meetings","Indexable","","0","","9","8","0","3.460","101","76","0","17","14","0"
"https://www.brainstorminc.com/blog/microsoft-outlook-training-out-of-office","Indexable","","0","","3","2","0","0.870","100","75","0","10","7","0"
"https://www.brainstorminc.com/blog/maximizing-microsoft-teams-as-a-one-stop-collaboration-hub","Indexable","","0","","9","8","0","3.460","103","77","0","11","8","0"
"https://www.brainstorminc.com/blog/microsoft-and-brainstorm-show-national-governors-association-the-impact-of-tech","Indexable","","0","","4","3","0","1.300","99","74","0","13","10","0"
"https://www.brainstorminc.com/blog/microlearning-leader","Indexable","","0","","4","3","0","1.300","106","72","0","11","8","0"
"https://www.brainstorminc.com/blog/meet-the-2025-stormies-winners-powering-the-future-of-the-digital-employee-experience","Indexable","","0","","15","5","0","2.160","111","77","0","10","7","0"
"https://www.brainstorminc.com/blog/manage-project-in-five-easy-steps","Indexable","","0","","5","4","0","1.730","100","75","0","10","7","0"
"https://www.brainstorminc.com/blog/make-your-training-solution-a-strength-not-a-weakness","Indexable","","0","","4","3","0","1.300","101","76","0","11","8","0"
"https://www.brainstorminc.com/blog/make-your-managed-services-stand-out-by-using-the-training-triple-threat","Indexable","","0","","2","1","0","0.430","100","74","0","12","9","0"
"https://www.brainstorminc.com/blog/keep-more-clients-a-solid-answer-to-your-training-dilemma","Indexable","","0","","7","2","0","0.870","107","77","0","11","8","0"
"https://www.brainstorminc.com/blog/latest-microsoft-teams-updates","Indexable","","0","","2","1","0","0.430","100","74","0","10","7","0"
"https://www.brainstorminc.com/blog/jordan-morrow-influential-people-in-data","Indexable","","0","","4","3","0","1.300","98","72","0","12","9","0"
"https://www.brainstorminc.com/blog/its-time-to-beyond-past-ai-pilots","Indexable","","0","","3","2","0","0.870","102","75","0","16","10","0"
"https://www.brainstorminc.com/blog/it-revenue-drivers","Indexable","","0","","2","1","0","0.430","100","74","0","17","14","0"
"https://www.brainstorminc.com/blog/it-are-you-sick-of-providing-support","Indexable","","0","","7","6","0","2.600","101","76","0","13","10","0"
"https://www.brainstorminc.com/blog/it-managers-dread-user-adoption","Indexable","","0","","5","4","0","1.730","107","80","0","11","8","0"
"https://www.brainstorminc.com/blog/it-and-employee-experience-with-technology","Indexable","","0","","9","7","0","3.030","108","83","0","16","11","0"
"https://www.brainstorminc.com/blog/inter-pipeline-changes-up-change-management","Indexable","","0","","5","4","0","1.730","99","73","0","10","7","0"
"https://www.brainstorminc.com/blog/increase-microsoft-teams-adoption","Indexable","","0","","6","5","0","2.160","101","76","0","10","7","0"
"https://www.brainstorminc.com/blog/improve-security-awareness-training","Indexable","","0","","8","7","0","3.030","101","76","0","11","8","0"
"https://www.brainstorminc.com/blog/hr-the-new-tech-catalyst-shaping-the-future-of-work","Indexable","","0","","3","2","0","0.870","98","73","0","13","9","0"
"https://www.brainstorminc.com/blog/how-to-use-onenote","Indexable","","0","","4","3","0","1.300","102","77","0","11","8","0"
"https://www.brainstorminc.com/blog/how-to-work-from-your-phone-mobile-productivity-on-the-go","Indexable","","0","","3","2","0","0.870","100","74","0","14","11","0"
"https://www.brainstorminc.com/blog/how-to-use-microsoft-365-for-more-business-power","Indexable","","0","","7","6","0","2.600","103","77","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-use-microsoft-365-for-better-team-productivity","Indexable","","0","","5","4","0","1.730","100","75","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-use-microsoft-365-for-better-personal-productivity","Indexable","","0","","4","3","0","1.300","99","74","0","11","8","0"
"https://www.brainstorminc.com/blog/how-to-use-microsoft-365-for-better-communication","Indexable","","0","","10","8","0","3.460","102","77","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-use-microsoft-365-for-better-collaboration","Indexable","","0","","8","6","0","2.600","105","78","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-speed-up-customer-onboarding","Indexable","","0","","4","3","0","1.300","102","75","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-kick-the-3pm-slump-without-caffeine","Indexable","","0","","3","2","0","0.870","98","73","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-organize-emails-in-outlook","Indexable","","0","","5","4","0","1.730","99","74","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-record-a-powerpoint-presentation-to-share-later","Indexable","","0","","3","2","0","0.870","100","75","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-build-a-freaking-awesome-champions-program-0","Indexable","","0","","4","3","0","1.300","104","76","0","11","8","0"
"https://www.brainstorminc.com/blog/how-to-encourage-technology-adoption-within-your-organization","Indexable","","0","","10","8","0","3.460","105","78","0","14","11","0"
"https://www.brainstorminc.com/blog/how-to-do-breakout-rooms-in-zoom","Indexable","","0","","4","2","0","0.870","100","74","0","18","14","0"
"https://www.brainstorminc.com/blog/how-to-do-software-updates-that-are-easy-on-your-customer","Indexable","","0","","3","2","0","0.870","99","74","0","10","7","0"
"https://www.brainstorminc.com/blog/how-to-build-a-freaking-awesome-champions-program","Indexable","","0","","14","11","0","4.760","104","77","0","10","7","0"
"https://www.brainstorminc.com/blog/how-phishing-training-for-employees-can-prevent-human-error","Indexable","","0","","6","4","0","1.730","103","78","0","11","8","0"
"https://www.brainstorminc.com/blog/how-to-align-customer-success-and-customer-education","Indexable","","0","","7","6","0","2.600","104","78","0","12","9","0"
"https://www.brainstorminc.com/blog/how-to-actually-leave-work-behind-on-your-next-vacation","Indexable","","0","","2","1","0","0.430","97","72","0","11","8","0"
